Latitude,Longitude,Year,Month,Day,sea_surface_temperature,GSLA,chl_oc3
-34.11758,151.21815,2003,7,21,25.13216473296893,0.08841177557702057,NA
-34.11758,151.21815,2003,8,18,25.222492026761188,0.20589004917511167,0.07497079111635685
-34.11758,151.21815,2003,9,11,23.35549363619299,0.00701936428974715,0.0807131275273206
-34.11758,151.21815,2003,10,27,26.852834973782308,0.08352344111618065,0.03826422989368439
-34.11758,151.21815,2003,11,14,25.767159703947073,0.05038040296291061,NA
-34.11758,151.21815,2003,12,10,28.76960126193245,0.0398018301212112,0.02966937469318509
-34.11758,151.21815,2004,1,20,29.233795462606338,0.05180596035585125,NA
-34.11758,151.21815,2004,2,11,28.035649903491162,0.16832682066228524,NA
-34.11758,151.21815,2004,3,26,NA,0.016327651717455326,NA
-34.11758,151.21815,2004,4,21,NA,0.009613477179436315,0.04805141474519457
-34.11758,151.21815,2004,5,24,26.376987622746014,0.09381810413351774,NA
-34.11758,151.21815,2004,6,25,NA,0.004348953962125952,0.07291463821653336
-34.11758,151.21815,2004,7,25,24.82358580064033,0.04491739167398759,0.0833318516612053
-34.11758,151.21815,2004,8,23,24.514363413956062,0.10404935935584617,0.05981311653452936
-34.11758,151.21815,2004,9,14,24.089220073380147,0.020752903117513315,NA
-34.11758,151.21815,2004,10,27,26.043926087524767,0.06773940864399107,NA
-34.11758,151.21815,2004,11,16,26.17749644409008,NA,NA
-34.11758,151.21815,2004,12,22,26.509573744860347,0.05629530160377214,0.04800550124491565
-34.11758,151.21815,2005,1,31,29.14613146791237,0.022543885081602117,NA
-34.11758,151.21815,2005,2,25,29.658234562313112,0.008240123296659699,NA
-34.11758,151.21815,2005,4,14,27.990288503142096,0.14079420546391386,NA
-34.11758,151.21815,2005,5,10,26.994006228074454,0.030912200429848026,0.03234553601053593
-34.11758,151.21815,2005,7,6,25.102589595504128,0.1851775150723772,0.059050693888874614
-34.11758,151.21815,2005,8,17,NA,0.02927278368659047,0.11009215510317258
-34.11758,151.21815,2005,9,9,25.818450342528536,0.13650756107609907,0.12527333356440068
-34.11758,151.21815,2005,11,15,26.962290882223954,0.09495761132341175,NA
-34.11758,151.21815,2005,12,8,28.3792352017947,0.10618193967362365,NA
-34.11758,151.21815,2006,1,30,28.884528416448404,0.2015834826785035,NA
-34.11758,151.21815,2006,2,24,27.55075696048351,0.054480092509713036,NA
-34.11758,151.21815,2006,6,14,NA,0.1589334322461144,NA
-34.11758,151.21815,2006,7,24,24.625301417236813,0.047420865502073285,NA
-34.11758,151.21815,2006,12,13,28.051422627666057,0.11460568790463653,NA
-34.11758,151.21815,2007,1,15,27.919350711850825,0.05070658363655785,NA
-34.11758,151.21815,2007,2,19,NA,NA,NA
-34.11758,151.21815,2007,3,19,28.072326270414237,0.052217966520684236,NA
-34.11758,151.21815,2007,4,18,NA,0.15927587760298662,NA
-34.11758,151.21815,2007,5,16,26.783381989721136,0.19043840507835746,0.06126653735285227
-34.11758,151.21815,2007,7,3,25.380521016682962,0.07947354058083288,0.05182177690190396
-34.11758,151.21815,2007,7,23,25.159725859127946,0.05686448049074512,NA
-34.11758,151.21815,2007,8,30,24.765138545871878,0.08589678595629796,NA
-34.11758,151.21815,2007,9,24,25.697034308679292,0.031192935874546666,0.08631487613105598
-34.11758,151.21815,2007,10,26,27.36685662597722,0.007985798503552917,0.0827772743815993
-34.11758,151.21815,2007,11,28,27.539835940612534,NA,NA
-34.11758,151.21815,2008,1,30,28.751569192403622,0.10582038473329884,0.06219719674576212
-34.11758,151.21815,2008,2,19,NA,0.026425451763764554,NA
-34.11758,151.21815,2008,3,18,28.75691893351444,0.028179187076231314,0.04451581565566206
-34.11758,151.21815,2008,4,30,27.59300336640547,0.025025559641707232,0.0773362251608793
-34.11758,151.21815,2008,5,29,24.316114433854864,0.037809072306835806,NA
-34.11758,151.21815,2008,6,20,NA,0.04959333465582226,NA
-34.11758,151.21815,2008,8,5,NA,0.025171218386850207,NA
-34.11758,151.21815,2008,8,25,24.848681078975403,NA,NA
-34.11758,151.21815,2008,9,24,25.365368317325533,NA,NA
-34.11758,151.21815,2008,10,17,26.08134544900821,0.00701936428974715,0.07655918598175049
-34.11758,151.21815,2008,12,2,29.613165360670564,0.10437966368089359,NA
-34.11758,151.21815,2009,1,20,NA,NA,NA
-33.93333,121.85,2009,5,12,29.676254554857906,0.08059114202531285,0.597987533243079
-33.93333,121.85,2009,6,23,27.829904131088426,0.0837956344184583,0.36662052262847017
-33.93333,121.85,2009,9,17,26.58840360794221,0.004272656524193917,0.17997987419366837
-33.93333,121.85,2009,12,16,NA,0.0176806596167834,NA
-33.93333,121.85,2010,3,22,30.670416332949003,0.02796007648524701,0.24694387182593347
-33.93333,121.85,2010,6,29,28.10285531885927,0.04332115906858192,NA
-33.93333,121.85,2010,10,13,NA,0.01799771785885652,NA
-33.93333,121.85,2011,1,20,NA,0.016771564083605344,NA
-33.93333,121.85,2011,5,12,28.282375792954156,0.17317150559049743,0.7703443950414658
-33.93333,121.85,2011,8,18,25.66419039331379,0.043031754993667314,0.49260385751724245
-33.93333,121.85,2011,11,30,29.567772771101488,0.04353757874884635,NA
-33.93333,121.85,2012,2,29,NA,0.13040547615652445,NA
-33.93333,121.85,2012,3,9,NA,0.10559039220566421,0.2847700280071509
-33.93333,121.85,2012,6,12,NA,0.09207259096101622,0.4085667334496975
-33.93333,121.85,2012,9,10,25.799095084499584,0.022968996882902853,0.1059925152361393
-33.93333,121.85,2012,12,12,29.84312954116615,0.06373467013460446,NA
-33.93333,121.85,2013,3,14,29.781029815371937,0.08209341226873326,0.17504645838606647
-33.93333,121.85,2013,7,25,26.208211983852095,0.031214129607305564,0.48875242978334427
-32,115.41667,2009,10,26,26.48019998587972,NA,NA
-32,115.41667,2009,12,22,28.396323189377483,NA,NA
-32,115.41667,2010,3,15,29.157160910580103,0.023131587947159086,0.02221670975908637
-32,115.41667,2010,4,16,NA,0.051307782967000906,NA
-32,115.41667,2010,5,20,27.9863803144965,0.11361275411448607,NA
-32,115.41667,2010,6,17,26.877208363392754,0.16023962898932412,0.20171838547244217
-32,115.41667,2010,7,23,25.322760753892396,0.1157864485577241,NA
-32,115.41667,2010,8,20,25.474316427819474,0.1149802389635756,0.093477526456117635
-32,115.41667,2010,9,24,25.5470612192899,0.11246992817784457,0.13581287689507007
-32,115.41667,2010,11,24,29.798401947636194,0.06821439759582285,NA
-32,115.41667,2010,12,15,NA,0.0730037362268452,NA
-32,115.41667,2011,1,25,NA,0.11011428445188035,NA
-32,115.41667,2011,2,24,28.71036540773605,0.20341345761138752,0.09580608174393448
-32,115.41667,2011,3,24,30.19148976227268,0.09523491083522356,NA
-32,115.41667,2011,5,27,27.253522117769933,0.2648822640771017,0.0918258348107338
-32,115.41667,2011,6,22,25.495218145735578,0.21650295630131564,0.2019374381455306
-32,115.41667,2011,7,25,24.189696790329492,0.14545737360591043,0.23706720359776948
-32,115.41667,2011,8,26,25.796565507575906,0.09455242927725095,0.0908088904619217
-32,115.41667,2011,9,23,25.723947581194466,0.04056843771186164,NA
-32,115.41667,2011,10,20,25.04373162183913,0.059546803927096055,0.04648363729938865
-32,115.41667,2011,11,22,NA,0.04070781008091781,0.07585035391151905
-32,115.41667,2011,12,21,29.124547201916585,0.06627449783569601,0.04722865622490644
-32,115.41667,2012,1,30,28.52004658810796,0.17740626725894895,0.36422866582870483
-32,115.41667,2012,2,21,NA,0.07814679672608833,NA
-32,115.41667,2012,3,29,29.232670714575818,0.16880583738233365,0.058438725697879605
-32,115.41667,2012,5,4,28.16638010401283,0.2412682070371371,NA
-32,115.41667,2012,5,23,27.405813234075936,0.18613208791978178,0.13367724624173394
-32,115.41667,2012,7,27,25.023200635835565,0.09769064111689875,0.18595959663391112
-32,115.41667,2012,8,24,24.210149213039642,0.027411022395010833,NA
-32,115.41667,2012,9,28,24.997768980581327,0.06543402919588784,0.03646986652165651
-32,115.41667,2012,10,19,26.409758041594216,0.033175371685304524,NA
-32,115.41667,2012,11,26,27.096867622427567,0.05455940024828084,NA
-32,115.41667,2012,12,19,29.33734829714524,0.02674876519109903,NA
-32,115.41667,2013,1,25,28.74430945583299,0.03202248350853319,NA
-32,115.41667,2013,2,21,NA,0.07486154516570678,NA
-32,115.41667,2013,3,21,30.048960505974946,0.05993836962248925,0.024730373556687408
-32,115.41667,2013,4,23,NA,0.1918027827919656,0.08070561788976192
-32,115.41667,2013,5,17,NA,0.12240158826212884,NA
-32,115.41667,2013,7,12,25.634907693974696,0.1246745016655282,0.2542985935509205
-32,115.41667,2013,10,1,25.43861379090697,0.055813819889575164,0.031562946217004645
-32,115.41667,2013,10,17,26.74238192267302,0.06287998848998651,0.0010346673911304346
-32,115.41667,2013,11,22,27.55528127299624,0.0201721948399195,NA
-32,115.41667,2013,12,18,28.43283745141872,0.05021147322076314,NA
-32,115.41667,2014,1,22,26.736013296588055,0.01522557761399261,NA
-32,115.41667,2014,2,27,30.08991823635995,0.0768167160170642,NA
-32,115.41667,2014,3,19,NA,0.03826931814210324,0.030081589410944683
-32,115.41667,2014,5,19,29.108934275209947,0.07362533210579233,0.07590323530137538
-32,115.41667,2014,6,24,26.596444987199675,0.08871147989203464,0.107010617852211
-32,115.41667,2014,7,30,25.37564421540128,0.04158071644681444,0.1787572367489338
-32,115.41667,2014,9,2,24.98798419551929,0.08019747906167636,0.10504998229444026
-32,115.41667,2014,9,19,NA,0.05429325683243557,0.09623311549425125
-32,115.41667,2014,10,14,NA,0.0588204545963687,0.08085310719907284
-32,115.41667,2014,11,19,27.214139248523907,NA,NA
-32,115.41667,2014,12,16,26.171261352273063,0.033770592454093626,NA
-32,115.41667,2015,1,28,28.461836974167227,0.02830428737986762,NA
-32,115.41667,2015,2,24,29.77348921671512,0.014404956281568064,NA
-32,115.41667,2015,3,19,29.407850099932432,0.10460827548940319,0.07917835257947445
-32,115.41667,2015,5,7,28.630711516793838,0.15295616667309958,0.08148102581501007
-32,115.41667,2015,7,1,26.364985328353953,0.09835970353276827,0.09385276876389981
-32,115.41667,2015,7,24,25.690604423955108,0.13886133703630232,0.13082003742456436
-32,115.41667,2015,8,27,NA,0.054628965559336516,0.16038115710020065
-32,115.41667,2015,9,24,25.843688639104414,0.006256389910426808,0.09265963047742844
-32,115.41667,2015,10,22,27.05935510272161,0.04310574038802565,0.04882427416741848
-32,115.41667,2015,12,15,28.73032445708293,NA,NA
-32,115.41667,2016,2,23,29.812829704132866,0.015696926230550513,NA
-32,115.41667,2016,3,24,29.465812907740485,0.03980298614299804,0.06101724013153996
-32,115.41667,2016,4,13,31.363538315985352,0.032246742960822986,NA
-32,115.41667,2016,5,2,28.423550546408762,0.07129322362060965,0.07539029745385051
-32,115.41667,2016,5,27,28.123248619716662,0.09301244587283682,0.09726456478238106
-32,115.41667,2016,6,21,27.28408269781619,0.07536041002243145,NA
-32,115.41667,2016,7,22,NA,0.07278775578716067,0.08014588965639724
-32,115.41667,2016,10,4,26.129779713954804,0.018311385103688217,NA
-32,115.41667,2016,10,24,26.422916229565942,0.01277308872673938,NA
-32,115.41667,2016,11,14,27.772709122382366,0.059852405540837324,NA
-32,115.41667,2016,12,14,29.879671242311645,0.03817618604367265,NA
-32,115.41667,2017,1,20,NA,0.013657241389834129,NA
-32,115.41667,2017,3,3,30.55283307513224,0.041072545783912576,0.08396943934261798
-32,115.41667,2017,3,31,30.06269613303249,0.020663336559940924,NA
-32,115.41667,2017,4,7,NA,0.03775376752260424,NA
-32,115.41667,2017,4,28,28.783187094572952,0.13167998741679177,NA
-32,115.41667,2017,5,23,27.441866899654315,0.15824088627103902,NA
-32,115.41667,2017,6,26,26.04812646126186,0.09001119594255877,NA
-32,115.41667,2017,8,2,25.068247264102126,0.059993722665694846,0.2187381014227867
-32,115.41667,2017,9,14,26.40928564870734,0.051320066145863034,NA
-32,115.41667,2017,11,3,NA,0.033454900584438375,0.4012462618947029
-32,115.41667,2017,11,23,28.31677431475373,0.029553812582973463,0
-32,115.41667,2017,12,14,29.321315061505913,0.09064627867860714,0.06308555696159601
-32,115.41667,2018,1,25,30.406120873084433,0.08033514679021522,0
-32,115.41667,2018,2,21,28.197953577215515,0.025019690608020152,0
-32,115.41667,2018,3,28,31.049826975576593,0.09152686895198302,0.0164113399758935
-32,115.41667,2018,5,11,29.807269420009106,0.14932771057547886,0.06512964248657227
-32,115.41667,2018,6,20,26.61835737554361,0.22730577589557482,NA
-32,115.41667,2018,7,19,25.247262156494003,0.09819078696390007,0.24234554991126062
-32,115.41667,2018,7,27,25.470665752701507,0.11313857666866443,0.1320383038658362
-32,115.41667,2018,8,31,25.470745939854567,0.010710252849709306,0.35296198904514314
-32,115.41667,2018,9,21,26.65831644240768,0.05052685624934362,0.16201248168945312
-32,115.41667,2018,10,24,26.5600058627129,0.010925793111867303,0.049244899153709415
-32,115.41667,2018,11,30,25.692596273598895,0.015831718370897106,0
-32,115.41667,2018,12,11,27.0945450752601,0.014649108082950574,0.06605291210114955
-32,115.41667,2019,1,25,NA,NA,0
-32,115.41667,2019,2,21,28.590116208884865,0.0561690434731498,0
-32,115.41667,2019,3,6,NA,0.11689941297925062,0
-32,115.41667,2019,5,7,28.70492576893423,0.0866050721938326,0.07055522814393043
-32,115.41667,2019,5,27,27.8880743570067,0.1246075884044541,0.09990889675915242
-32,115.41667,2019,6,21,NA,0.16798152584702872,0.04744882136583328
-32,115.41667,2019,7,11,NA,0.10004589584343296,NA
-32,115.41667,2019,8,19,24.044067436549824,0.08160773961210382,NA
-32,115.41667,2019,10,11,NA,0.028709635930425456,0.07284522831439971
-32,115.41667,2019,11,4,26.71041906390343,NA,0.09326680056750775
-32,115.41667,2019,11,26,27.203302454676077,0.028458944348648773,NA
-32,115.41667,2019,12,18,29.892415360622124,0.0694433847578065,NA
-32,115.41667,2020,1,28,29.301912703303003,NA,0.08959967665374279
-32,115.41667,2020,3,4,NA,NA,0.09160820150747895
-32,115.41667,2020,5,20,27.683907002738408,NA,NA
-32,115.41667,2020,6,5,NA,NA,0.2845866076648235
-32,115.41667,2020,7,10,26.189409409109544,NA,0.3342397464811802
-32,115.41667,2020,7,30,25.13902362825354,NA,0.36202186703681943
-32,115.41667,2020,8,14,24.519068260327913,NA,NA
-32,115.41667,2020,8,25,25.8703209911846,NA,0
-32,115.41667,2020,10,13,26.323467816989876,NA,0.08014002107083798
-32,115.41667,2020,11,6,27.417557952739344,NA,0.1036364694684744
-32,115.41667,2020,11,27,27.78652834570039,NA,0.08168292389466213
-32,115.41667,2021,1,21,NA,NA,NA
-32,115.41667,2021,2,24,28.855481325089954,NA,NA
-32,115.41667,2021,4,7,29.708739172764638,NA,0.07533767250376744
-32,115.41667,2021,4,28,29.43426446255296,NA,0.07639720492064953
-32,115.41667,2021,8,3,25.25082133390009,NA,0.2252600209414959
-32,115.41667,2021,8,18,24.704855991219006,NA,0.26373549565672877
-32,115.41667,2021,9,28,25.6364128956385,NA,0.09668600175529718
-32,115.41667,2021,11,5,26.34067150658143,NA,NA
-32,115.41667,2021,11,25,27.995958019569514,NA,0.09163610309362412
-32,115.41667,2021,12,7,26.37118492089212,NA,NA
-32,115.41667,2021,12,20,NA,NA,NA
-32,115.41667,2022,1,25,NA,NA,NA
-32,115.41667,2022,3,29,NA,NA,NA
-32,115.41667,2022,4,13,29.285259056445227,NA,0
-27.345,153.562,2008,9,29,24.54883315021175,NA,NA
-27.345,153.562,2008,10,30,24.699728017036534,0.010548120794103734,NA
-27.345,153.562,2008,11,19,25.521191214559963,NA,NA
-27.345,153.562,2008,12,17,27.894249365758185,0.04867437440339642,0.09101518521769138
-27.345,153.562,2009,1,14,27.796831435954687,0.01767326107734757,0.16482398410638174
-27.345,153.562,2009,2,18,28.52875421303895,0.10123652714408517,NA
-27.345,153.562,2009,3,18,NA,0.09835757048611642,NA
-27.345,153.562,2009,4,16,26.685545647647245,0.057472316746270326,NA
-27.345,153.562,2009,5,27,24.069228910631523,0.054832425393821944,NA
-27.345,153.562,2009,6,18,24.010201182306048,0.033631910640440695,0.16198800789983306
-27.345,153.562,2009,7,20,23.669690379116616,0.032146653848697096,0.13858247225483258
-27.345,153.562,2009,8,19,23.664452882334615,0.007629743793203424,0.13910011880099774
-27.345,153.562,2009,9,16,24.682421948383706,0.05456979611767494,NA
-27.345,153.562,2009,10,6,25.18892801148121,0.11508810775513469,0.1084183918564838
-27.345,153.562,2009,10,15,25.136257763225615,0.09856757010099601,0.20701852582395078
-27.345,153.562,2009,10,21,25.01711845961688,0.1247056190519789,0.2933188542014077
-27.345,153.562,2009,11,1,25.093595968540797,0.0552584194222758,NA
-27.345,153.562,2009,11,15,25.491670920271474,0.013275754200173958,0.05567039132994764
-27.345,153.562,2009,12,15,26.814787244308945,0.0639372529870447,NA
-27.345,153.562,2010,1,21,27.98502112085771,0.05955855595589439,0.16096107821795158
-27.345,153.562,2010,2,14,28.133270035479825,0.11959078414146854,NA
-27.345,153.562,2010,3,22,NA,0.08240377621452805,NA
-27.345,153.562,2010,4,11,27.27934052529747,0.06629157392894747,0.07800906282341616
-27.345,153.562,2010,5,20,NA,0.09316680145880701,NA
-27.345,153.562,2010,6,18,NA,0.04765728716829689,0.20561116565018892
-27.345,153.562,2010,7,11,24.265469479234923,0.02174476981062976,0.10546910726966766
-27.345,153.562,2010,8,17,23.642590266601644,0.05575053789693742,0.16965475387638435
-27.345,153.562,2010,9,16,25.272185657045213,0.09079658208525633,0.09372091762721539
-27.345,153.562,2010,10,18,NA,0.024737324876186212,0.1520386618440566
-27.345,153.562,2010,11,15,NA,0.03661922148933309,NA
-27.345,153.562,2010,12,15,26.9282929919018,0.1034625725353249,NA
-27.345,153.562,2011,1,19,NA,0.05086495862135616,NA
-27.345,153.562,2011,2,20,28.457022937629404,0.08272676870177366,NA
-27.345,153.562,2011,3,23,27.664714122904115,0.06334025899901509,NA
-27.345,153.562,2011,4,12,26.644979948215223,0.11275308041822622,0.06725067183375359
-27.345,153.562,2011,6,6,24.37169617759065,0.09128780364646265,0.09055745029729943
-27.345,153.562,2011,6,23,NA,0.06062085768493227,0.13539706103503704
-27.345,153.562,2011,7,27,22.578195918463166,0.0128780827054979,NA
-27.345,153.562,2011,8,16,22.69737678792103,0.007212115711891237,0.22044518157839776
-27.345,153.562,2011,9,15,23.245529631674287,0.028353112418614015,NA
-27.345,153.562,2011,10,13,22.34236668273809,0.031501537300328675,NA
-27.345,153.562,2011,11,16,25.940734830951897,0.03267877956965897,NA
-27.345,153.562,2011,12,20,25.61612282635525,0.038301313841881186,NA
-27.345,153.562,2012,2,13,28.729491964029194,0.04124223326762506,NA
-27.345,153.562,2012,2,29,NA,0.046515524801130005,NA
-27.345,153.562,2012,5,11,25.51531955963003,0.06559973400303744,0.08788128250446964
-27.345,153.562,2012,6,20,23.760777772466383,NA,NA
-27.345,153.562,2012,8,6,22.924292243868138,0.08315912085005518,0.1306329544633627
-27.345,153.562,2012,8,21,23.179059238079958,0.01099465644046237,NA
-27.345,153.562,2012,9,12,22.410012004629266,0.018633529841623475,0.17797569477039835
-27.345,153.562,2012,10,17,24.352548703202842,0.029756000793493356,NA
-27.345,153.562,2012,11,14,25.423051165182926,0.05492652556727145,NA
-27.345,153.562,2013,1,11,27.73395869888759,0.06808783361054736,0.07215051754610613
-27.345,153.562,2013,1,23,NA,0.06202981703874384,NA
-27.345,153.562,2013,3,26,26.700229443195838,0.12860441813030585,NA
-27.345,153.562,2013,4,18,NA,0.1048911744210296,NA
-27.345,153.562,2013,5,20,25.72727827114602,0.10929099334177692,NA
-27.345,153.562,2013,7,6,23.47875704118985,0.04669135491131962,0.19397490248084068
-27.345,153.562,2013,8,6,23.338730770696372,0.06515292549809511,0.10330777034163476
-27.345,153.562,2013,8,19,23.844716888740663,0.09754118790024364,NA
-27.345,153.562,2013,9,13,24.403089116886292,0.03860141709774719,0.09502155378460884
-27.345,153.562,2013,10,16,24.172360224890156,0.06050516145701726,0.09502352898319562
-27.345,153.562,2013,11,21,25.97629811532431,0.01123098286359544,NA
-27.345,153.562,2013,12,12,NA,0.05725698842143992,0.05600322700209088
-27.345,153.562,2014,2,13,27.28448416901756,0.04919658797857568,0.2008046935263433
-27.345,153.562,2014,3,6,26.494298156441175,0.04138373033433537,NA
-27.345,153.562,2014,4,4,26.29708858683705,0.11182661152905152,0.048877844905578775
-27.345,153.562,2014,5,7,26.627452463128918,0.04022342237439974,NA
-27.345,153.562,2014,6,23,23.991611676141645,0.06812598232951338,0.1014266163110733
-27.345,153.562,2014,7,25,23.72815046828731,0.055558407075963115,0.10953641372422378
-27.345,153.562,2014,9,1,23.63553282909095,0.08927680593101069,NA
-27.345,153.562,2014,9,17,23.369633981436493,0.0066633095793976575,0.08021036505699158
-27.345,153.562,2014,10,20,23.941394731272055,0.06815996937004673,0.15428433473082795
-27.345,153.562,2014,11,7,24.850368274673087,0.08403489575525937,0.11114291332557168
-27.345,153.562,2014,12,23,26.481973870641866,0.07557006902374885,0.05711009275789062
-27.345,153.562,2015,1,19,NA,0.062497678686440274,0.06623772737969245
-27.345,153.562,2015,3,4,27.881882578823763,0.05896701988747218,0.07062908534325012
-27.345,153.562,2015,3,23,27.850487280762707,0.04118411973996183,NA
-27.345,153.562,2015,5,12,25.946391769535865,0.08462233615972953,NA
-27.345,153.562,2015,5,28,25.162859310641124,0.06881580093011065,NA
-27.345,153.562,2015,6,24,NA,0.12621122182717104,0.10681125113963692
-27.345,153.562,2015,7,31,23.835358562022464,NA,NA
-27.345,153.562,2015,8,17,23.18216642504558,0.012004130234640054,0.10067675879055804
-27.345,153.562,2015,9,7,24.058195060864136,0.09102284345291685,0.08703919116179554
-27.345,153.562,2015,10,27,24.656206801153246,0.041953417870894565,0.09733604916187306
-27.345,153.562,2015,11,19,24.802434721072984,0.06261222081495836,0.1249007691789155
-27.345,153.562,2015,12,16,25.14330419469627,0.08571548658624113,NA
-27.345,153.562,2016,1,20,27.443531206250213,0.03261787450309494,0.05027393183696109
-27.345,153.562,2016,3,18,26.70904940031471,0.05213149609102793,NA
-27.345,153.562,2016,4,12,27.08684788872938,0.12948183866652424,NA
-27.345,153.562,2016,5,17,25.975604730040004,0.12032614611468014,0.10831713924805324
-27.345,153.562,2016,6,23,23.563486587889543,0.07416110966993729,0.26725145652890203
-27.345,153.562,2016,8,22,23.14339842574674,0.0515146428655653,NA
-27.345,153.562,2016,9,20,24.89220103500412,0.02689060812449029,0.04520189052994322
-27.345,153.562,2016,10,19,25.927357838917544,0.08304114696215598,NA
-27.345,153.562,2016,11,16,26.149921626225137,0.02300694742670541,0.2323456108570099
-27.345,153.562,2016,12,15,25.97747305417306,0.029202844368486105,NA
-27.345,153.562,2017,1,17,27.885707897637076,0.11464707348460572,NA
-27.345,153.562,2017,2,17,28.24235420597722,0.10455587971123372,0
-27.345,153.562,2017,4,24,26.451879594209686,0.03848325388618066,NA
-27.345,153.562,2017,5,16,25.19542567478493,0.030264650379706916,0.10389067134210131
-27.345,153.562,2017,6,27,23.39662096209196,0.09259329905035123,NA
-27.345,153.562,2017,7,17,22.04166160064443,0.021964124944684357,NA
-27.345,153.562,2017,8,29,23.58924585433681,0.12627657850041848,0
-27.345,153.562,2017,9,27,24.16286392146725,0.04414007567099581,NA
-27.345,153.562,2017,10,23,24.8663700017147,0.022552251028743787,0.10803172623531686
-27.345,153.562,2017,11,16,25.974242486622302,0.050150305952726106,NA
-27.345,153.562,2017,12,19,27.4059110924602,0.04030684649609466,NA
-27.345,153.562,2018,1,23,27.335160863027,0.04488469277201672,NA
-27.345,153.562,2018,3,2,28.605576111264554,0.08477408328628325,0.2870990091469139
-27.345,153.562,2018,3,20,27.284860630995695,0.09815919714749312,NA
-27.345,153.562,2018,4,17,26.47138460957933,0.10738864388933819,0.08267181366682053
-27.345,153.562,2018,5,30,24.32421858621268,0.1291308704520369,0.09270495398399922
-27.345,153.562,2018,7,18,23.46026483779775,0.10123144064822304,0.1019063153837607
-27.345,153.562,2018,8,17,23.68128832589838,0.08626792953802045,NA
-27.345,153.562,2018,9,13,22.151058524008874,0.0398915130745699,NA
-27.345,153.562,2018,10,23,25.21845327632502,0.025977618975902617,0.013098960431913534
-27.345,153.562,2018,11,15,25.92363838007674,0.0852727910851299,NA
-27.345,153.562,2019,1,18,27.333297559106768,0.03299570738876127,0
-27.345,153.562,2019,3,22,NA,0.06621164327968533,NA
-27.345,153.562,2019,4,16,26.51896194682314,0.15721850060274975,0.07197642788135757
-27.345,153.562,2019,5,27,24.61407443018635,0.08650121634178683,0.15856931492686271
-27.345,153.562,2019,6,18,24.237577151923006,0.1331746346624347,0.12281081597653351
-27.345,153.562,2019,7,23,NA,0.09476667980385771,0.17855661967769265
-27.345,153.562,2019,8,21,22.813625064814744,0.0602804257833022,0.14575164198875426
-27.345,153.562,2019,9,16,22.923821028053624,0.07090575231817049,0.13743946450321298
-27.345,153.562,2019,10,24,24.306800814197572,0.08364488120488914,NA
-27.345,153.562,2019,12,20,26.686403509199238,0.03742389330566279,NA
-27.345,153.562,2020,1,22,28.88943091502165,NA,0.10283167934731434
-27.345,153.562,2020,2,28,NA,NA,NA
-27.345,153.562,2020,5,28,NA,NA,0.14035064332625447
-27.345,153.562,2020,6,25,NA,NA,0.14782345724170623
-27.345,153.562,2020,7,20,23.53575106329174,NA,0.18897392558960283
-27.345,153.562,2020,8,17,23.347902512688336,NA,0
-27.345,153.562,2020,9,17,23.119056233007257,NA,0.09918285497143621
-27.345,153.562,2020,10,22,24.873740619421028,NA,NA
-27.345,153.562,2020,11,16,26.098081512898204,NA,0.10900944389402867
-27.345,153.562,2020,12,21,27.334267872311727,NA,0.07902074616515276
-27.345,153.562,2021,1,19,27.951667591455305,NA,NA
-27.345,153.562,2021,2,26,27.98910807166959,NA,NA
-27.345,153.562,2021,3,28,27.331380741290275,NA,0.05507504125125706
-27.345,153.562,2021,4,15,26.826665290780397,NA,0.07565874062478542
-27.345,153.562,2021,6,15,NA,NA,NA
-27.345,153.562,2021,7,27,23.25883159823718,NA,0.09960783012211323
-27.345,153.562,2021,8,20,23.75339798027096,NA,0.10158536902163177
-27.345,153.562,2021,10,5,23.384970089849105,NA,NA
-27.345,153.562,2021,10,20,NA,NA,NA
-27.345,153.562,2021,11,9,NA,NA,NA
-27.345,153.562,2021,12,22,27.377442373726524,NA,NA
-27.345,153.562,2022,2,18,27.57476493115678,NA,0.07622732429040803
-27.345,153.562,2022,3,24,27.636918356319654,NA,0.05370480194687843
-27.345,153.562,2022,4,20,27.37730413627895,NA,NA
-27.345,153.562,2022,6,5,25.214281899653997,NA,NA
-27.345,153.562,2022,6,26,NA,NA,0.1544005274772644
-27.345,153.562,2022,7,18,NA,NA,NA
-21.99,113.779,2010,11,8,21.35402495406572,0.13746420213391053,NA
-21.99,113.779,2011,2,9,25.943300799038298,0.18244401898438797,0.21187205716967583
-21.99,113.779,2011,5,1,24.1593192256056,0.26993042664536415,0.9833884227275849
-21.99,113.779,2011,7,6,21.25806680228561,0.04667334118377932,0.9250519782304764
-21.99,113.779,2011,11,7,21.88302667878571,0.06633696418556456,NA
-21.99,113.779,2012,2,26,NA,0.17025426467997387,NA
-21.99,113.779,2012,5,9,22.845235102163542,0.18836945637183686,NA
-21.99,113.779,2012,8,27,19.85605736397207,0.02557805833018058,NA
-21.99,113.779,2012,11,7,20.64522780964154,0.011800670400154629,0.18278063967823982
-21.99,113.779,2013,2,9,25.169984107948835,0.11153298199519188,0.3451577103417367
-21.99,113.779,2013,5,9,24.294633511368943,0.12644566304554403,0.7811036821868684
-21.99,113.779,2013,8,6,21.259151506833746,0.06699220240184335,0.2543420749918922
-19.30847,147.61842,2009,9,9,NA,0.03748182284187045,NA
-19.30847,147.61842,2009,11,23,NA,0.04982222696961836,NA
